"대지위치","시군구코드명","법정동코드명","대지구분코드명","주지번","부지번","특수지명","블록번호","로트번호","새주소도로코드명","새주소법정동코드명","새주소지상지하구분코드명","새주소주지번","새주소부지번","건축물대장일련번호","대장구분코드명","대장종류코드명","대지면적","건축면적","건폐율","연면적","용적률산정연면적","용적률","주용도코드","주용도코드명","기타용도내용","세대수","가구수","호수","승용승강기수","비상용승강기수","주건축물수","부속건축물수","부속건축물면적","총주차수","옥내기계식대수","옥내기계식면적","옥외기계식대수","옥외기계식면적","옥내자주식대수","옥내자주식면적","옥외자주식대수","옥외자주식면적","허가일자","착공일자","사용승인일자","에너지효율등급값","에너지절감률","EPI점수","친환경건축물등급값","친환경건축물인증점수","지능형건축물등급값","지능형건축물인증점수"
"서울특별시 중구 중림동 396-8","서울특별시 중구","중림동","대지","0396","0008","","","","중림로4길","중림동","지상","24","0","10031527","일반","총괄표제부","","","","326.85","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 중림동 397-9","서울특별시 중구","중림동","대지","0397","0009","","","","","","지상","","","10031528","일반","총괄표제부","","","","229.2","","","04000","제2종근린생활시설","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 중림동 398-18","서울특별시 중구","중림동","대지","0398","0018","","","","서소문로2길","중림동","지상","21","0","10031529","일반","총괄표제부","","","","194.05","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 만리동1가 62-94","서울특별시 중구","만리동1가","대지","0062","0094","","","","","","지상","","","10031531","일반","총괄표제부","","","","35.42","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 만리동2가 181-1","서울특별시 중구","만리동2가","대지","0181","0001","","","","","","지상","","","10031534","일반","총괄표제부","","","","69.41","","","01000","단독주택","주택","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 만리동2가 218-2","서울특별시 중구","만리동2가","대지","0218","0002","","","","","","지상","0","0","10031536","일반","총괄표제부","20841.2","2770.86","13.290789","12714.51","11233.09","54.447056","Z8000","교육연구및복지시설","교육연구및복지시설","","","","","","5","","","39","","","","","","","39","448.5","","","","","","","","","",""
"서울특별시 중구 광희동1가 87-1","서울특별시 중구","광희동1가","대지","0087","0001","","","","마른내로","광희동1가","지상","153","1","10031410","일반","총괄표제부","","","","479.08","","","04000","제2종근린생활시설","","","1","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 광희동1가 95-1","서울특별시 중구","광희동1가","대지","0095","0001","","","","을지로42길","광희동1가","지상","26","0","10031411","일반","총괄표제부","","","","92.56","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 광희동1가 147","서울특별시 중구","광희동1가","대지","0147","0000","","","","","","지상","","","10031412","일반","총괄표제부","","","","73.78","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 광희동1가 285-1","서울특별시 중구","광희동1가","대지","0285","0001","","","","","","지상","","","10031417","일반","총괄표제부","","","","60.25","","","03000","제1종근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 회현동1가 155","서울특별시 중구","회현동1가","대지","0155","0000","","","","퇴계로8길","회현동1가","지상","46","5","10031419","일반","총괄표제부","","","","415.61","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 회현동1가 183-1","서울특별시 중구","회현동1가","대지","0183","0001","","","","퇴계로8길","회현동1가","지상","18","","10031421","일반","총괄표제부","","","","327.35","","","03000","제1종근린생활시설","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 회현동1가 194-48","서울특별시 중구","회현동1가","대지","0194","0048","","","","퇴계로","회현동1가","지상","62","","10031423","일반","총괄표제부","","","","95.86","","","03000","제1종근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 회현동1가 202-115","서울특별시 중구","회현동1가","대지","0202","0115","","","","남대문로","회현동1가","지상","36","","10031424","일반","총괄표제부","","","","23.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 회현동1가 1-19","서울특별시 중구","회현동1가","산","0001","0019","","","","소파로","회현동1가","지상","83","","10031425","일반","총괄표제부","","","","2272.25","","","04000","제2종근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 회현동1가 133-1","서울특별시 중구","회현동1가","대지","0133","0001","","","","소공로3길","회현동1가","지상","42","","10031426","일반","총괄표제부","","","","2085.8","","","04000","제2종근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 회현동1가 86-3","서울특별시 중구","회현동1가","대지","0086","0003","","","","퇴계로8길","회현동1가","지상","25","","10031427","일반","총괄표제부","","","","1471.77","","","15000","숙박시설","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 회현동1가 91","서울특별시 중구","회현동1가","대지","0091","0000","","","","퇴계로10길","회현동1가","지상","20","0","10031428","일반","총괄표제부","","","","123.48","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 회현동1가 99-4","서울특별시 중구","회현동1가","대지","0099","0004","","","","퇴계로8길","회현동1가","지상","27","","10031429","일반","총괄표제부","","","","361.72","","","04000","제2종근린생활시설","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 회현동1가 100-1","서울특별시 중구","회현동1가","대지","0100","0001","","","","퇴계로8길","회현동1가","지상","43","7","10031430","일반","총괄표제부","","","","139.66","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 명동2가 50-11","서울특별시 중구","명동2가","대지","0050","0011","","","","","","지상","","","10031467","일반","총괄표제부","","","","1444.3","","","03000","제1종근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 명동2가 87-1","서울특별시 중구","명동2가","대지","0087","0001","","","","남대문로","명동2가","지상","68","","10031469","일반","총괄표제부","","","","1830.24","","","04000","제2종근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 남산동3가 30","서울특별시 중구","남산동3가","대지","0030","0000","","","","","","지상","","","10031470","일반","총괄표제부","","","","711.35","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 을지로5가 6-2","서울특별시 중구","을지로5가","대지","0006","0002","","","","","","지상","","","10031471","일반","총괄표제부","","","","89.26","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 을지로5가 9","서울특별시 중구","을지로5가","대지","0009","0000","","","","","","지상","","","10031472","일반","총괄표제부","","","","206.05","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 을지로5가 17-1","서울특별시 중구","을지로5가","대지","0017","0001","","","","을지로35길","을지로5가","지상","12","0","10031473","일반","총괄표제부","","","","137.19","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 을지로5가 19-8","서울특별시 중구","을지로5가","대지","0019","0008","","","","을지로35길","을지로5가","지상","16","17","10031474","일반","총괄표제부","","","","98.31","","","03000","제1종근린생활시설","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 을지로5가 77-4","서울특별시 중구","을지로5가","대지","0077","0004","","","","","","지상","","","10031478","일반","총괄표제부","","","","119.01","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 광희동2가 159","서울특별시 중구","광희동2가","대지","0159","0000","","","","퇴계로66길","광희동2가","지상","13","0","10031484","일반","총괄표제부","","","","180.84","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 광희동1가 47","서울특별시 중구","광희동1가","대지","0047","0000","","","","을지로40길","광희동1가","지상","20","","10031539","일반","총괄표제부","","","","155.71","","","03000","제1종근린생활시설","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 광희동1가 72-9","서울특별시 중구","광희동1가","대지","0072","0009","","","","을지로40길","광희동1가","지상","21","18","10031540","일반","총괄표제부","","","","226.95","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 광희동1가 111-1","서울특별시 중구","광희동1가","대지","0111","0001","","","","을지로42길","광희동1가","지상","22","","10031541","일반","총괄표제부","","","","459.21","","","04000","제2종근린생활시설","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 광희동1가 213-2","서울특별시 중구","광희동1가","대지","0213","0002","","","","","","지상","","","10031542","일반","총괄표제부","","","","149.26","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 광희동2가 28","서울특별시 중구","광희동2가","대지","0028","0000","","","","","","지상","","","10031544","일반","총괄표제부","","","","63.12","","","04000","제2종근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 광희동2가 105-1","서울특별시 중구","광희동2가","대지","0105","0001","","","","","","지상","","","10031546","일반","총괄표제부","","","","140.95","","","04000","제2종근린생활시설","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 광희동2가 130","서울특별시 중구","광희동2가","대지","0130","0000","","","","장충단로10길","광희동2가","지상","48","0","10031547","일반","총괄표제부","","","","251.33","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 광희동2가 190-1","서울특별시 중구","광희동2가","대지","0190","0001","","","","퇴계로","광희동2가","지상","338","3","10031549","일반","총괄표제부","","","","61.09","","","04000","제2종근린생활시설","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 남대문로5가 25","서울특별시 중구","남대문로5가","대지","0025","0000","","","","","","지상","","","10031553","일반","총괄표제부","","","","4737.93","","","04000","제2종근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 남대문로5가 74","서울특별시 중구","남대문로5가","대지","0074","0000","","","","","","지상","","","10031554","일반","총괄표제부","","","","102.47","","","04000","제2종근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 남대문로5가 535","서울특별시 중구","남대문로5가","대지","0535","0000","","","","퇴계로","남대문로5가","지상","6","","10031558","일반","총괄표제부","","","","3159.54","","","06000","종교시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 을지로5가 142-1","서울특별시 중구","을지로5가","대지","0142","0001","","","","","","지상","","","10031560","일반","총괄표제부","","","","527.33","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 을지로5가 149","서울특별시 중구","을지로5가","대지","0149","0000","","","","","","지상","","","10031561","일반","총괄표제부","","","","2261.16","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 을지로5가 269-2","서울특별시 중구","을지로5가","대지","0269","0002","","","","","","지상","","","10031562","일반","총괄표제부","","","","267.32","","","03000","제1종근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 을지로5가 271-1","서울특별시 중구","을지로5가","대지","0271","0001","","","","","","지상","","","10031563","일반","총괄표제부","","","","621.56","","","04000","제2종근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 을지로5가 272-4","서울특별시 중구","을지로5가","대지","0272","0004","","","","을지로32길","을지로5가","지상","15","25","10031564","일반","총괄표제부","","","","182.71","","","03000","제1종근린생활시설","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 을지로5가 272-6","서울특별시 중구","을지로5가","대지","0272","0006","","","","","","지상","","","10031565","일반","총괄표제부","","","","1839.74","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 을지로5가 272-9","서울특별시 중구","을지로5가","대지","0272","0009","","","","을지로32길","을지로5가","지상","11","","10031566","일반","총괄표제부","","","","270.46","","","03000","제1종근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 을지로5가 274-12","서울특별시 중구","을지로5가","대지","0274","0012","","","","","","지상","","","10031567","일반","총괄표제부","","","","964.28","","","03000","제1종근린생활시설","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 북창동 14-5","서울특별시 중구","북창동","대지","0014","0005","","","","","","지상","","","10031573","일반","총괄표제부","","","","685.53","","","04000","제2종근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 북창동 19-3","서울특별시 중구","북창동","대지","0019","0003","","","","남대문로1길","북창동","지상","37","","10031574","일반","총괄표제부","","","","901.77","","","04000","제2종근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 북창동 93-3","서울특별시 중구","북창동","대지","0093","0003","","","","남대문로5길","북창동","지상","9","","10031575","일반","총괄표제부","","","","807.31","","","14000","업무시설","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 북창동 94-25","서울특별시 중구","북창동","대지","0094","0025","","","","남대문로1길","북창동","지상","26","44","10031578","일반","총괄표제부","","","","100.33","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 북창동 140","서울특별시 중구","북창동","대지","0140","0000","","","","","","지상","","","10031580","일반","총괄표제부","","","","105.8","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 인현동2가 206","서울특별시 중구","인현동2가","대지","0206","0000","","","","","","지상","","","10031581","일반","총괄표제부","318.09","190.8","59.98","885.65","675.67","212.41","04000","제2종근린생활시설","근린생활시설, 점포, 주택","0","0","","","","2","","","2","0","0","0","0","0","0","2","23","","","","","","","","","",""
"서울특별시 중구 인현동2가 47","서울특별시 중구","인현동2가","대지","0047","0000","","","","","","지상","","","10031583","일반","총괄표제부","","","","168.85","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 인현동2가 99-7","서울특별시 중구","인현동2가","대지","0099","0007","","","","마른내로","인현동2가","지상","62","1","10031585","일반","총괄표제부","","","","79.93","","","01000","단독주택","","","1","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 인현동2가 135-18","서울특별시 중구","인현동2가","대지","0135","0018","","","","마른내로","인현동2가","지상","74","5","10031587","일반","총괄표제부","","","","645.33","","","01000","단독주택","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 강동구 둔촌동 403","서울특별시 강동구","둔촌동","대지","0403","0000","","","","","","지상","","","10261594","일반","총괄표제부","0","39.66","0","39.66","39.66","0","01000","단독주택","주택","0","2","","","","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강동구 둔촌동 406","서울특별시 강동구","둔촌동","대지","0406","0000","","","","","","지상","","","10261595","일반","총괄표제부","0","125.62","0","125.62","125.62","0","01000","단독주택","주택","0","3","","","","3","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강동구 둔촌동 440-3","서울특별시 강동구","둔촌동","대지","0440","0003","","","","양재대로100길","둔촌동","지상","13","11","10261596","일반","총괄표제부","0","154.42","0","338.84","308.84","0","01000","단독주택","단독주택","0","2","","","","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강동구 둔촌동 446-3","서울특별시 강동구","둔촌동","대지","0446","0003","","","","천호대로186길","둔촌동","지상","37","0","10261597","일반","총괄표제부","0","128.92","0","128.92","128.92","0","01000","단독주택","주택","0","2","","","","2","2","76.03","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강동구 둔촌동 487-2","서울특별시 강동구","둔촌동","대지","0487","0002","","","","","","지상","","","10261598","일반","총괄표제부","0","108.99","0","108.99","108.99","0","21000","동물및식물관련시설","계사,주택","0","1","","","","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강동구 둔촌동 522-9","서울특별시 강동구","둔촌동","대지","0522","0009","","","","양재대로","둔촌동","지상","1318","","10261599","일반","총괄표제부","0","1300.46","0","4239.5","3476.84","0","14000","업무시설","공공업무시설, 부속사무동","0","0","","","","1","1","26.4","0","0","0","0","0","0","0","22","0","","","","","","","","","",""
"서울특별시 중구 남대문로5가 541","서울특별시 중구","남대문로5가","대지","0541","0000","","","","한강대로","남대문로5가","지상","416","","10031559","일반","총괄표제부","10583.4","8026.94","75.84","132806.05","119903.31","1132.94","14000","업무시설","업무시설, 수위실","0","0","","","","2","0","0","457","0","0","0","0","457","","0","0","","","","","","","","","",""
"서울특별시 강동구 천호동 191","서울특별시 강동구","천호동","대지","0191","0000","","","","진황도로27길","천호동","지상","50","","10261602","집합","총괄표제부","0","454.66","0","1818.64","1363.98","0","02000","공동주택","연립주택","12","0","","","","2","0","0","0","0","0","0","0","0","0","4","0","","","","","","","","","",""
"서울특별시 강동구 천호동 201-44","서울특별시 강동구","천호동","대지","0201","0044","","","","성안로31라길","천호동","지상","16","7","10261603","집합","총괄표제부","679","336.19","48.86","1243.07","1243.07","180.68","02000","공동주택","다세대주택","16","0","","","","2","","","13","","","","","8","310.07","5","58","2002-03-05","2002-03-25","2002-11-16","","","","","","",""
"서울특별시 강동구 길동 126","서울특별시 강동구","길동","대지","0126","0000","","","","양재대로116길","길동","지상","95","0","10261605","일반","총괄표제부","443.7","210.74","49.79","944.14","731.13","164.78","01000","단독주택","근린생활시설, 다가구용단독주택(6가구), 주택","","7","","","","2","0","0","0","0","0","0","0","0","0","6","0","","","","","","","","","",""
"서울특별시 강동구 길동 132","서울특별시 강동구","길동","대지","0132","0000","","","","명일로16길","길동","지상","23","0","10261606","일반","총괄표제부","0","112.19","0","279.47","194.63","0","01000","단독주택","단독주택","","2","","","","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강동구 길동 175","서울특별시 강동구","길동","대지","0175","0000","","","","천호대로203길","길동","지상","12","0","10261610","일반","총괄표제부","0","150.5","0","150.5","150.5","0","01000","단독주택","단독주택","0","2","","","","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강동구 길동 293","서울특별시 강동구","길동","대지","0293","0000","","","","","","지상","","","10261612","일반","총괄표제부","0","79.33","0","79.33","79.33","0","01000","단독주택","단독주택","","2","","","","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 종로구 사직동 262-141","서울특별시 종로구","사직동","대지","0262","0141","","","","사직로7길","사직동","지상","13","1","10021940","집합","총괄표제부","","","","357.33","","","02000","공동주택","","9","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 종로구 계동 2-164","서울특별시 종로구","계동","대지","0002","0164","","","","창덕궁길","계동","지상","152","0","10021941","일반","총괄표제부","","","","77.54","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 종로구 계동 37","서울특별시 종로구","계동","대지","0037","0000","","","","","","지상","","","10021942","일반","총괄표제부","","","","28.36","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 종로구 계동 65-1","서울특별시 종로구","계동","대지","0065","0001","","","","계동길","계동","지상","99","0","10021943","일반","총괄표제부","236.4","189.39","80.1142","381.17","360.97","152.6946","03000","제1종근린생활시설","소매점,사무소","","","","","","2","","","0","","","","","","","","","","","","","","","","","",""
"서울특별시 종로구 계동 73-6","서울특별시 종로구","계동","대지","0073","0006","","","","계동길","계동","지상","87","0","10021944","일반","총괄표제부","161.7","74.38","46","74.38","74.38","46","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 종로구 계동 133-5","서울특별시 종로구","계동","대지","0133","0005","","","","","","지상","","","10021945","일반","총괄표제부","","","","345.41","","","03000","제1종근린생활시설","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 종로구 관철동 11-13","서울특별시 종로구","관철동","대지","0011","0013","","","","삼일대로15길","관철동","지상","25","","10021946","일반","총괄표제부","","","","470.99","","","04000","제2종근린생활시설","","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 인현동2가 151-6","서울특별시 중구","인현동2가","대지","0151","0006","","","","마른내로","인현동2가","지상","82","0","10031102","일반","총괄표제부","","","","196.17","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 인현동2가 170-1","서울특별시 중구","인현동2가","대지","0170","0001","","","","마른내로8길","인현동2가","지상","3","16","10031103","일반","총괄표제부","","","","421.49","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 인현동2가 181-6","서울특별시 중구","인현동2가","대지","0181","0006","","","","마른내로8길","인현동2가","지상","17","","10031105","일반","총괄표제부","","","","257.2","","","18000","창고시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 인현동2가 192","서울특별시 중구","인현동2가","대지","0192","0000","","","","","","지상","","","10031106","일반","총괄표제부","","","","220.86","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 인현동2가 219","서울특별시 중구","인현동2가","대지","0219","0000","","","","마른내로6길","인현동2가","지상","18","3","10031108","일반","총괄표제부","","","","184.2","","","17000","공장","","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 인현동2가 220-2","서울특별시 중구","인현동2가","대지","0220","0002","","","","마른내로6길","인현동2가","지상","22","0","10031109","일반","총괄표제부","","","","142.74","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 인현동2가 231","서울특별시 중구","인현동2가","대지","0231","0000","","","","","","지상","","","10031111","일반","총괄표제부","","","","82.34","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 회현동1가 1-2","서울특별시 중구","회현동1가","산","0001","0002","","","","남산공원길","회현동1가","지상","649","","10031117","일반","총괄표제부","","","","4302.27","","","03000","제1종근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 강동구 암사동 421-6","서울특별시 강동구","암사동","대지","0421","0006","","","","구천면로","암사동","지상","371","1","10261678","일반","총괄표제부","363","191.2","52.67","516.59","377.48","103.99","04000","제2종근린생활시설","다방,부동산중개업소,소매점,사무실,일반음식점","","2","","","","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강동구 암사동 421-7","서울특별시 강동구","암사동","대지","0421","0007","","","","구천면로","암사동","지상","369","","10261679","일반","총괄표제부","0","138.9","0","356.35","277.8","0","04000","제2종근린생활시설","주택, 사무실, 점포","","2","","","","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강동구 암사동 423-18","서울특별시 강동구","암사동","대지","0423","0018","","","","","","지상","","","10261680","일반","총괄표제부","0","66.64","0","66.64","66.64","0","01000","단독주택","주택, 근린생활시설","","1","","","","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강동구 암사동 425-185","서울특별시 강동구","암사동","대지","0425","0185","","","","","","지상","","","10261681","일반","총괄표제부","0","56.2","0","56.2","56.2","0","01000","단독주택","주택","","2","","","","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강동구 암사동 437","서울특별시 강동구","암사동","대지","0437","0000","","","","","","지상","","","10261684","일반","총괄표제부","0","343.78","0","343.78","343.78","0","01000","단독주택","주택","","12","","","","12","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강동구 암사동 438","서울특별시 강동구","암사동","대지","0438","0000","","","","고덕로28길","암사동","지상","10","9","10261685","일반","총괄표제부","0","148.46","0","313.16","230.81","0","01000","단독주택","주택","","3","","","","3","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강동구 암사동 441-13","서울특별시 강동구","암사동","대지","0441","0013","","","","고덕로","암사동","지상","39","","10261686","일반","총괄표제부","1318.5","562.51","42.66","776.87","742.76","56.33","19000","위험물저장및처리시설","위험물저장및처리시설(주유소)","0","0","","","","2","","","4","0","0","0","0","0","0","4","46","","","","","","","","","",""
"서울특별시 강동구 암사동 444","서울특별시 강동구","암사동","대지","0444","0000","","","","고덕로","암사동","지상","65","","10261687","일반","총괄표제부","18637.7","3832.65","20.563964","10784.35","10734.85","57.597503","Z8000","교육연구및복지시설","교육연구시설","0","0","","","","3","4","235.15","0","0","0","0","0","0","0","47","1074.54","","","","","","","","","",""
"서울특별시 강동구 암사동 454-23","서울특별시 강동구","암사동","대지","0454","0023","","","","암사11길","암사동","지상","36","0","10261692","일반","총괄표제부","0","179.68","0","434.76","342.56","0","01000","단독주택","주택","0","2","","","","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강동구 암사동 457-28","서울특별시 강동구","암사동","대지","0457","0028","","","","고덕로","암사동","지상","88","6","10261697","일반","총괄표제부","0","184.47","0","678.39","493.88","0","01000","단독주택","주택","0","15","","","","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강동구 암사동 470-30","서울특별시 강동구","암사동","대지","0470","0030","","","","암사5길","암사동","지상","15","0","10261701","일반","총괄표제부","184.5","94.75","51.36","202.6","165.1","89.49","01000","단독주택","단독주택, 근린생활시설(소매점)","0","2","","","","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 중구 을지로6가 18-1","서울특별시 중구","을지로6가","대지","0018","0001","","","","장충단로","을지로6가","지하","280","0","10031182","일반","총괄표제부","","","","112.4","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 을지로6가 18-7","서울특별시 중구","을지로6가","대지","0018","0007","","","","","","지상","","","10031183","일반","총괄표제부","","","","441.46","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 을지로6가 18-14","서울특별시 중구","을지로6가","대지","0018","0014","","","","을지로39길","을지로6가","지상","40","","10031184","일반","총괄표제부","","","","10599.73","","","03000","제1종근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 서소문동 37","서울특별시 중구","서소문동","대지","0037","0000","","","","서소문로11길","서소문동","지상","24","","10031185","일반","총괄표제부","25420.9","8998.63","35.4","67922.74","52498.54","206.52","14000","업무시설","업무시설 외 4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 충무로3가 73","서울특별시 중구","충무로3가","대지","0073","0000","","","","","","지상","","","10031186","일반","총괄표제부","","","","530.88","","","01000","단독주택","단독주택","0","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 초동 19-2","서울특별시 중구","초동","대지","0019","0002","","","","충무로","초동","지상","39","","10031187","일반","총괄표제부","","","","495.01","","","03000","제1종근린생활시설","제1종근린생활시설","0","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 인현동1가 60-2","서울특별시 중구","인현동1가","대지","0060","0002","","","","을지로18길","인현동1가","지상","46","","10031188","일반","총괄표제부","","","","102.02","","","04000","제2종근린생활시설","제2종근린생활시설","0","1","","","","","","","","","","","","","","","","","","","","","","","","",""
